default,student,balance,income
No,No,961.999353015986,37073.1923811729
Yes,No,1789.09339109987,48331.1268575393
No,No,76.4760889556027,27283.691743967203
No,No,1067.13902561623,53995.73049502639
No,No,0.0,39592.4369317594
No,No,253.131982153796,40973.6465438182
No,No,1056.92834752857,55409.4595968406
No,No,179.70007051145,37727.5351161306
No,Yes,990.935762651983,18197.2287289779
No,No,693.753718271082,36723.4487731456
No,No,965.276817800471,37705.2432205848
No,No,300.876206227772,51423.6946425968
No,No,1265.04493206661,47297.7227040899
No,No,558.670513820666,40335.6109906479
No,No,1183.98331144049,53599.7455269133
No,Yes,1165.84020910987,20495.158600731495
No,Yes,1542.19122652944,17265.918614527098
No,Yes,587.767759147185,22669.4243298994
No,No,0.0,31005.0357580094
No,No,389.97669455325104,27329.9793137832
No,No,647.075900997426,55522.623925150496
No,No,70.9831629934718,40012.5329121316
No,Yes,115.545355510686,12670.0276198346
No,No,90.9334471934815,42451.73557619
No,No,1230.42425584871,51716.739900831104
No,No,201.558399425731,27924.8465630726
No,Yes,1562.84615505181,10353.9039107506
No,Yes,622.895209146374,11019.8775588539
No,Yes,1142.12695524822,9184.732761569829
No,Yes,1796.26763981163,21126.1772070552
No,No,947.423970124183,38505.7838671204
No,No,419.440579482408,34332.6613136933
No,No,1660.82770182402,53754.2007216096
No,No,391.240461740877,24972.245913615898
No,No,613.4309364704341,34745.0074718263
No,Yes,1024.10880694689,18667.9256525825
No,Yes,0.0,25976.0651146896
No,No,1252.95833769345,33876.1890302511
No,No,708.8374817610851,55675.7598635713
No,No,266.647086073168,16515.3084266927
No,Yes,1339.3636140539,19496.165215013894
No,No,781.595335858498,49457.1052970342
No,Yes,1021.37011086602,19032.5090112019
No,No,948.494278459002,40739.85993057701
No,Yes,1312.93377963415,20208.5446086433
No,No,0.0,50861.7888483642
No,No,0.0,24566.4833655163
No,No,0.0,30922.6042126623
No,Yes,859.336963698517,13993.6545371706
No,No,646.1576679919419,45696.8316119872
Yes,Yes,1707.91463425405,10591.7174194295
No,No,133.673454962256,28492.400303822404
No,Yes,80.59567581702692,16145.6376951065
No,Yes,631.600847713155,17845.0741549791
No,No,1236.6179140601,40668.7253963171
No,No,742.583373337698,40085.4399499287
No,Yes,97.03146277555072,12731.7575532721
No,No,1054.22211036239,50900.24255660651
No,No,959.600287013541,29850.2120699576
No,No,1258.85227738491,33683.1817331799
No,No,443.24646681238505,36547.1610411452
No,No,1605.10241527746,26126.329438276694
No,No,0.0,25964.8443397551
No,No,832.6459751189819,25106.3747819931
No,Yes,443.537028835006,19632.1754217151
No,No,817.431769304621,40088.050514941
No,No,881.663799741016,43725.9975260941
No,No,1154.09427380224,48400.2411526907
No,Yes,961.575563726496,9681.49389260076
No,Yes,516.121959538247,17538.4616181002
No,Yes,1357.41186805469,22572.790125633503
No,No,1036.0305944707302,35261.3557800662
No,Yes,900.6093416679449,17802.9272603154
No,No,1516.32602496867,46393.2645380991
No,Yes,1015.20453493839,22208.3289188997
No,No,232.105743961613,40368.9568536783
No,Yes,1082.28413297939,19451.8162821095
No,No,682.4396607805829,17992.9711781875
No,Yes,1218.1388796678,18144.9848326959
No,No,802.413142185247,47444.4928019833
No,No,143.854898263964,38014.873488625
No,No,1087.46579379215,32908.527122836604
No,Yes,895.753955582569,14753.2973335429
No,No,660.285496472662,58956.5131752064
No,Yes,630.973489225016,19087.1747800951
No,Yes,1648.96602929082,15402.4820810586
No,Yes,975.95559735843,18246.8157222368
No,No,297.005378251911,22955.082122953
No,No,0.0,47328.23291382981
No,No,0.0,32629.9448499908
No,Yes,789.2148948546691,18231.8302550712
Yes,No,1804.03647479983,31318.2960261534
No,No,1266.11386715158,29698.5162713578
No,Yes,135.187643441951,20414.4121733742
No,No,28.8137434583155,36941.0634015026
No,Yes,0.0,15347.9142879003
No,No,750.6989964494321,49150.3458527716
No,No,805.305116879864,57386.1287972175
No,No,1093.80300483916,29573.2382295888
No,No,483.96527130340894,44335.95811214481
No,Yes,1534.3948836384,19592.1093866605
No,No,1349.18729128375,48013.6902006639
No,No,158.570442748481,20575.4650114134
No,Yes,172.46201986318405,25850.38312555
No,No,1280.76286092074,53675.567547248094
No,Yes,213.173275202052,22811.4569780822
No,No,0.0,32248.5365682336
No,Yes,704.013648569298,13903.4557309642
No,No,708.8139761626339,38295.2338064477
No,No,257.396383130285,49477.7856417044
No,Yes,1188.7442962229,22867.0705856512
No,No,0.0,62886.70922809099
No,No,1321.70389084265,45581.7947809336
No,Yes,882.581967513754,17749.9720524962
No,Yes,1418.13414828413,11964.4250856384
No,No,1245.42220532725,36897.780109124906
No,No,339.529268529111,58747.3877347941
No,Yes,824.547830415245,29088.1113478079
No,No,241.442690317856,30171.624493137
No,No,1510.79325032928,47684.2394572224
No,No,396.641249971247,52174.954273265495
No,Yes,1633.69780348788,15786.317319098502
No,No,650.4183410677269,47122.0724707326
No,Yes,1382.4382305901902,15680.6104930059
No,No,613.4802945348449,24367.861421199
No,No,1424.35121841429,37845.9992477028
No,Yes,914.1081755643892,19053.0058906904
No,Yes,802.008930409247,15469.6526246998
No,Yes,539.674902980334,18852.2738479108
No,No,337.575999886826,52192.274717818
No,Yes,813.494837592495,16681.3502966219
No,No,477.8821219512921,39834.0308074596
No,No,342.191602086332,32154.7535517213
No,No,840.365781019741,45316.8354075388
No,Yes,865.565592160238,16643.240961988402
No,No,645.591636551786,44402.10623127191
No,No,1755.38891023201,35031.532001505
No,No,498.749450828636,51690.063467179294
No,No,587.781081680209,30859.6363376973
No,Yes,824.6165935321629,10062.5759326033
No,No,0.0,32660.725264981094
No,Yes,880.803636009252,20436.4390294741
No,No,917.1221347444388,48227.8193683666
No,Yes,789.7175406319279,19280.5442609264
No,No,763.855624656873,52938.0354701239
No,Yes,1062.16650954245,17383.2585454709
No,No,944.332567427518,44444.1491764787
No,No,877.501422954718,25587.7439274116
No,No,1344.10340586866,41417.3459241838
Yes,Yes,1543.09958172153,18304.6505704658
No,No,380.31745005709297,38864.5841504209
No,Yes,1176.89330253283,23634.8157312548
No,No,733.199914922477,34524.9188645623
No,No,348.99702876562696,48942.025780663
No,Yes,1380.08752574482,19245.8326918502
No,No,943.165719446864,40369.698030948
No,No,1248.88584911739,51897.39490837901
No,No,713.2234920122569,51107.86009502321
No,No,834.2356081635851,36721.8622064862
No,No,0.0,26200.0384004908
No,No,1558.8838618394,37489.722114493
No,No,1362.18661906241,37736.7496039702
No,No,1581.52150477331,45729.8880504535
No,No,324.854971443152,39752.3541911937
No,No,1112.73574005439,47527.125575785096
No,No,379.598726050867,32578.435826225097
No,No,1549.0981513814002,26239.7818673704
No,No,1489.41591455079,46732.7678074658
No,No,548.206363841178,41647.7271645225
No,No,561.968472973583,37637.0050338339
No,No,595.486701367495,34470.4180269734
No,No,267.513968799493,27364.8654758574
No,Yes,1793.3031877157605,21034.879651448
No,Yes,1773.15354152212,10177.8667369628
No,No,618.860372699188,37333.3338338768
No,No,205.643808098518,37766.4936916137
No,No,1011.43154284565,36364.7538519546
No,No,0.0,38130.6456699094
No,Yes,1154.43210536761,15221.1723898836
No,No,292.515980695165,43705.3790386263
No,Yes,1106.94627728915,19233.7738901492
Yes,No,1665.95462052155,30070.1352632412
No,Yes,968.671100957994,22212.7410345934
No,No,797.2493692912469,39928.5881786116
No,Yes,636.897822720102,18620.2389516182
No,Yes,1011.33484841619,14101.2902997406
No,No,791.035222304402,47303.676639153
No,No,942.474749546844,36965.045572252006
No,No,706.974277907863,46165.154533487694
No,No,767.434812504422,55990.8746075411
No,No,568.843668259643,37074.54081369
No,Yes,1271.5629570623598,18999.6168066482
No,No,938.9391417261212,44280.7863513009
No,No,1012.19419884963,34631.706050092595
No,No,1355.49323059172,18935.511509808603
No,No,912.048721941633,43486.957080641805
No,No,289.598834250938,25724.7706367641
Yes,Yes,2035.8615565476,14435.8431942214
No,Yes,1602.17988580192,17858.0679077375
No,Yes,0.0,20067.8097636582
No,Yes,1202.39070517802,14036.620879558
No,No,554.707652869949,28164.1985522538
No,Yes,229.988723491338,2541.20081429887
No,No,768.979148022833,35503.9089588381
No,Yes,1211.04014613146,16898.1294674003
No,No,0.0,35648.3811626748
No,No,0.0,27537.7353522315
No,Yes,859.936651054092,15966.717126893702
No,No,0.0,47556.3012519448
No,Yes,1471.53839065508,14959.6618849533
No,Yes,582.873867246958,17730.5511020257
No,Yes,463.119339198825,25858.2817451931
No,No,986.154130259504,48940.4900300522
No,No,534.74605449766,29685.1292285638
No,No,1402.69052668977,39656.6321983598
No,No,967.74800102954,46278.074520270704
No,No,884.0225177796381,36889.4282456394
No,Yes,455.699938269667,19080.8089865564
No,No,0.0,66915.5717874548
No,No,1141.2382104748,37917.6645392021
No,No,365.235879827926,21358.0000548145
No,No,38.3759245804088,33579.3562250616
No,Yes,731.9706112702721,13593.140510988
No,No,1006.71978598059,47784.318473800005
No,No,1107.80115591006,34561.9495390561
No,No,777.5308087322161,45673.6739067692
No,No,1501.4260872910502,35398.9571179789
No,Yes,862.060038480201,12085.4530819151
No,Yes,12.1864202972865,19910.9689671724
No,No,0.0,30208.0464441746
No,No,1820.32548997904,31309.998484059503
No,No,576.068992874936,40179.8300541546
No,No,837.752621293608,31017.901135794706
No,No,399.79388495453,34875.3323287297
No,Yes,578.755098896162,20909.8353696313
No,No,1106.54087450672,46565.059953601
No,No,390.745611388115,38442.2960634912
No,Yes,274.194627807201,15421.5516574415
No,No,1476.87764199904,42271.3334081723
No,No,578.460742369529,20306.9360124815
No,No,1064.14771330635,28192.1258830284
No,No,1598.30341726465,46404.6646948089
No,No,863.451829577627,33529.8806538019
No,No,1157.75985725331,32574.5028988198
No,Yes,406.38604907433,24086.9524874473
No,No,309.244487695008,44202.707504713
No,No,943.951244268014,28353.6300145366
No,No,1206.79193715819,42916.701394757794
No,Yes,1448.06045753637,21028.286750215702
No,No,1166.59398929301,26977.6227486722
No,No,800.30867198517,61281.3008105003
No,No,714.926000080201,31032.869700076
No,No,471.2550830695481,28417.741990770297
No,No,662.164445094238,30390.0600699129
No,No,770.431961924154,53398.3147279233
No,No,597.326869569873,55496.7771129435
No,No,140.853022519257,48183.2767398541
No,No,1035.55294399822,29423.2320285923
No,Yes,784.10878118083,11560.567698562
No,Yes,442.02742502512496,17072.3366388213
No,No,888.081431985558,54072.6570198483
No,No,704.2029083070449,44775.122006996
No,Yes,1016.45061642843,15099.530201258798
No,No,1036.46072800599,42914.9816724656
No,Yes,1060.22003413917,22795.9429883192
No,No,1243.92805989896,38075.4382991816
No,Yes,1291.97734580897,26571.8745602489
No,No,69.2524758053386,20222.8662388676
No,No,196.389285525812,29932.6620347112
No,Yes,709.027102883811,18305.7345223333
No,No,1034.14996239185,52106.8387037871
No,No,868.0060300576109,50549.5334619527
No,No,1236.00699323763,48800.3568478614
No,No,12.912349554621802,46282.257732984806
No,Yes,826.453636513914,21342.7030297359
No,Yes,703.9900093640159,20752.1754356717
No,Yes,817.1214384003109,13152.0341263612
No,No,1210.01463106309,45066.133244343095
No,Yes,766.406247421834,22296.9836996044
No,No,1643.65405150903,33980.8258311547
No,No,1053.01477816353,54009.631944730594
No,No,240.07743452145695,41508.9556964546
No,No,62.6529485075978,44440.7054833724
No,Yes,924.2332039216632,11194.6688781448
No,Yes,944.0710358903,26027.6876516962
No,No,295.785442761409,51837.752325646
Yes,No,2085.58697818353,35657.2256698962
No,No,474.355263765365,58068.622244121
No,No,504.723352582326,54297.1136556321
No,No,292.384144390823,33961.1004508478
No,No,593.2804677973401,40227.1438816191
No,No,76.0640883415747,50054.7623469691
No,Yes,1270.09281045792,16809.0064517963
No,No,877.343686869075,40689.4785866351
No,Yes,932.560942548355,20980.805504615702
No,No,279.963388337914,30262.1171373507
No,No,1155.1750058879,40398.3993465472
No,No,0.0,45431.7575917119
No,Yes,1216.76756165806,23378.5728235637
No,Yes,0.0,15274.4690275405
No,Yes,728.549399239302,22891.9293782851
No,No,0.0,48365.5775942221
No,Yes,643.565267155745,21323.0494420305
No,No,973.082364343837,27289.271322484303
No,Yes,1177.9574247621902,14385.1670694871
No,No,196.987111415453,41314.993615811
No,No,1526.26866859685,44845.1362915324
No,No,441.3960845630661,56060.203610166696
No,No,1004.64177302613,56533.3130669828
No,No,1258.06953382511,36645.1405748822
No,No,1563.99341883986,37119.6019665666
No,No,367.35157626488,29905.5278559754
No,Yes,1222.76804081128,18276.4340649165
No,Yes,1582.20281304722,19682.872489913894
No,No,647.13028302857,32725.3866528516
No,No,0.0,33146.4953386028
No,Yes,1585.3330294584198,15079.4889372439
No,Yes,837.972336155771,25773.18264869
No,Yes,686.782149406402,10543.5563164881
No,No,947.842158985084,37891.0370436422
No,Yes,1205.0550079097,18101.6763143196
No,No,1254.13105462545,37456.261990946805
No,No,949.123846295031,50528.5338652233
No,No,530.246019980846,27610.7030900379
No,No,833.6899702563811,54558.1401094237
No,No,638.465310882778,36173.982445364
Yes,Yes,2387.31486743364,28296.9147184635
No,Yes,839.3908902231309,21383.2311743407
No,No,294.634280951069,63285.0251126079
No,No,1178.1794376938,34720.93615732
No,No,1149.72013584049,57890.51595827941
No,No,909.764267678658,42468.2782209453
No,Yes,1391.50802679448,18539.5903551186
No,Yes,1029.2496321845802,18018.358313631103
No,No,1504.5969399062,30773.7428447844
No,No,1276.4892999898,35122.853614746404
No,No,874.9150425384449,25023.3230927001
No,No,1104.68946321199,51516.3362893771
No,No,0.0,47056.199187733495
No,No,698.80044395676,37466.02029921991
No,No,1055.41086822615,33945.1427605779
No,Yes,131.28461051853998,14491.8440664949
No,No,795.9037859663589,44181.671863610994
No,No,611.954296807175,39291.2037327881
No,No,1670.42300806805,41409.7711489966
No,No,1423.14954532056,33591.231539435496
No,No,770.6419391769119,29623.4712882976
No,No,1315.46960886839,29808.3522278599
No,No,599.204105037746,53218.1108551285
No,No,584.3567410214421,34128.7669919245
No,No,27.2718784920017,51659.8784114258
No,No,65.7275950839411,32332.1826526434
No,No,1338.4611161707198,23909.546946681403
No,Yes,1120.42296847456,16151.2528468194
No,No,726.02934382868,41996.1244144328
No,No,1353.5882835195,44372.7939185397
No,No,531.744210691984,38122.1923999718
No,No,1824.64138514207,36762.8088401801
No,Yes,894.465468093504,14035.4991381188
No,Yes,1275.53856458026,16445.624723891102
No,No,550.624394138456,19106.2657896555
No,Yes,270.391026233552,13158.4422264499
No,No,651.998604093421,35266.1284410747
No,No,718.3511021303619,50765.8926332739
No,No,1008.94653988106,31235.782923348
No,Yes,1510.74781182427,13390.9200005461
No,No,1393.36828331237,38371.9774624643
No,No,586.588274391792,45519.8377116616
No,No,793.41392669019,45873.1799719756
No,No,285.910169131953,43263.6306402332
No,Yes,550.381055833744,20322.7686347979
No,Yes,716.4919950313879,16785.38532485
No,No,383.686466865314,39946.4849685718
No,No,252.333309120169,38431.8186913772
No,No,1164.10427048393,40167.02331288991
No,No,1080.18577692773,38398.8660985364
No,No,906.478544181794,47101.990627242005
No,No,457.80009856562896,26567.2410810939
No,No,1215.86735927273,42762.121834804304
No,No,217.361520631417,45083.1113673867
No,Yes,1076.72770461126,12502.6449158541
No,Yes,58.066062076726894,23639.233623289
No,No,1615.22500095208,55219.5200109582
No,Yes,1119.00178869124,22811.393799216003
No,No,671.958067158232,17621.4538490348
No,No,634.21792638252,38672.7496473852
No,Yes,831.818536264928,16164.4846069406
No,Yes,373.062516538222,22018.9821001083
No,No,776.4548762113409,58481.5439128062
No,Yes,1031.3039386417402,12195.379828648798
No,No,910.67241583492,43795.5817003373
No,No,1010.80906498234,42163.4535969445
No,No,1090.35035030747,48280.9463176417
No,No,1008.55034292713,53801.615635285
No,No,0.0,50127.1804741922
No,Yes,1824.36800350788,20074.2810967841
No,No,730.1644184789931,44411.6782657154
No,No,991.131782568509,30941.5485184932
No,No,1356.51666465842,35030.635024728304
No,No,576.635576855956,41699.2097914708
No,No,1334.5541912103,43385.821809676
No,No,1487.66180770108,47624.3796002969
No,No,778.693492520055,48551.9710763615
No,No,444.196382313779,37599.420186665295
No,No,1023.3621601843,34632.102692262204
No,Yes,153.400095790985,17840.3848795582
No,No,661.760616380205,47169.3568472448
No,No,312.614706540541,34918.6129080311
No,No,645.372564533029,30102.0355391677
No,No,0.0,49010.2733191107
No,No,779.614723353116,22975.493022604
No,Yes,569.498790806108,19755.5211422929
No,No,1287.76589516641,38507.119385618
No,No,1177.81506956381,32294.5456510691
No,No,795.368557078411,25704.646642625
No,No,877.039196960132,24902.735490804
No,No,823.991988281088,36701.5301668566
No,No,1019.21535840238,52089.6446283697
No,No,942.737482135501,38908.8811192003
No,No,6.78786175914354,40145.339091531205
No,No,0.0,55158.1512404129
No,Yes,1420.20420508849,22790.7958314379
No,Yes,1254.66258256834,18189.5207628528
No,No,0.0,37796.403456911205
No,No,1140.07189936954,33605.3779326314
No,Yes,747.958511235591,19869.3901776741
No,No,1598.60255266893,48717.2631496507
No,No,1226.3707172257302,21426.3069842744
No,No,929.819934850511,50611.98595468111
No,No,807.405738044712,43853.8842526713
No,No,345.364941188499,56965.7021104141
No,No,982.4509448889348,42907.0261908208
No,Yes,1067.67076675223,14485.948489498602
No,No,742.540614206706,39017.9503227464
No,No,1060.17844742674,30948.2902664065
No,No,523.753367762277,33767.0507141976
No,No,697.9829150442281,29799.319198356203
Yes,Yes,1500.89453315482,15802.2328831476
No,Yes,1682.8976310316102,14378.8906007666
No,Yes,1264.04207020703,6466.513408206811
No,No,1352.46233583861,34247.7800247361
No,No,376.878916634948,50671.3227510852
No,No,629.561281534804,37255.3650881247
No,Yes,709.4142298342481,11355.1127102972
No,No,541.346278833227,42332.2462776755
No,No,421.172381915514,42721.4777704317
No,No,500.804219905074,47910.9638496034
No,No,0.0,41663.3401134605
No,No,1089.36587309619,43360.160154297
No,No,603.847482534768,56468.1222446001
Yes,No,1165.53985274392,50341.5739037884
No,No,1457.62260167023,43155.3626996992
No,No,390.055026370177,27108.2136591038
No,No,584.14121640762,35517.229110795495
No,No,901.012282940652,13498.1265266133
No,Yes,1380.09673715717,14142.0754374369
No,No,1146.06768909789,39902.44189218951
No,No,1058.0259686312402,43327.026105494
No,No,474.37966209093,35980.7527880856
No,Yes,969.143518900583,22425.405757430697
No,Yes,1616.73887826784,12557.8228818817
No,No,1185.02865067439,33298.500399847995
No,No,472.63322893759806,41257.3860294191
No,No,1257.62512281906,30964.234583001
No,No,640.918438752274,37306.69398709911
No,No,105.744247655831,42442.8473498049
No,No,672.426792683469,25947.2454089183
No,No,568.6664470370299,45186.9759350042
No,Yes,368.19829877759,26670.012112972203
No,No,1546.5485063767098,57266.829589359695
No,No,230.220394093858,28930.254520578903
No,No,815.0547023671879,34200.1833534919
No,Yes,164.305511667688,17995.858258227
No,Yes,1785.79751592117,15291.6707951933
No,No,661.052297809298,27873.637911952
No,Yes,979.877154915478,13522.4215063984
No,Yes,778.2499052073039,23805.9105658439
No,Yes,190.61927827327705,21744.5093170033
No,No,523.813716991703,45284.1893484952
No,No,175.698868756298,40044.4703210203
No,No,977.947923151752,38368.4841700357
No,No,837.6953592078909,44260.7644148961
No,Yes,1436.32081999306,27658.386668339503
No,No,638.229500996192,53812.7978817314
No,No,714.011659055547,48631.3643616269
No,No,738.2532476636659,36086.0921345944
No,No,507.52653485623904,58027.77092246019
No,Yes,1033.83349441518,15818.0613960182
No,Yes,19.7394609228467,20514.1713659729
No,No,434.704864003897,48898.3701163411
No,No,0.0,45334.8393330862
No,No,629.764071852454,53069.3251510713
No,Yes,522.767758901133,26900.280722748503
No,Yes,294.65648754174,11681.4623321504
No,Yes,469.425632910345,14647.0022693022
No,No,838.437038320412,40903.4806861138
No,No,1407.6395145697,52746.1331466994
No,Yes,1417.22549877778,16053.9742636275
No,No,363.994064622591,38110.4431111926
No,Yes,128.2518222274,17076.5736044951
Yes,Yes,1894.1682010356,28321.6845474436
No,Yes,1624.79564181453,10623.5974508246
No,No,645.949270764739,46406.3379836008
No,No,684.0849048546299,38184.5683849571
No,No,1168.2845384156,46904.6038233881
No,No,766.124054874063,51614.0562036621
No,Yes,738.268601159608,14063.0754606611
No,No,525.89033827246,45530.5091218435
No,No,631.253506690788,38877.5703324556
No,No,0.0,65943.7839407987
No,No,913.913965747442,53809.33035823191
No,No,578.752566335341,60498.9254643735
No,No,1503.84995075327,43888.3966632069
No,Yes,555.265796927511,11581.2206625316
Yes,Yes,1289.24621049482,13624.545258478602
No,No,545.566510669189,35714.6511274284
No,No,1112.3489922615,33468.822184504505
No,No,564.9074481127079,35820.8856846426
No,No,591.841407435347,38879.5098790241
No,Yes,908.1228118928348,22084.2716490223
Yes,Yes,2169.1961867561,18195.266900905
No,Yes,1108.10536566553,15337.302271871698
No,No,0.0,27167.2603910132
No,No,957.59190285973,35330.8553531479
No,No,448.039968335434,29537.3102493442
No,No,1188.07287547976,40704.7072215123
No,Yes,1223.88581431865,19520.0090003742
No,Yes,959.967042003212,18413.863852335
No,No,734.721836402583,35010.0258726036
No,No,0.0,47628.4118282353
No,No,1423.28425807833,48914.197080844
No,No,217.163501322414,26975.491809377003
No,No,672.045138944368,36705.3404589011
No,No,830.7653897909689,45958.9842240714
No,No,652.528178921526,58750.4959950061
No,No,533.989148195491,64930.2397951394
No,Yes,1626.63407931271,17721.630064413897
No,No,1382.1209766825598,30395.6882250574
No,No,0.0,38663.2005143247
No,No,1165.68915192015,38110.3647750537
No,No,1190.4205070486698,34198.0513266133
No,No,435.214657082187,39505.412457212005
No,Yes,1382.42254388129,17166.0425659832
No,No,1265.95483303592,27233.5630600525
No,No,1303.62613153881,40010.4651612535
No,Yes,240.101366708209,21142.0419014152
No,Yes,326.438624759239,21109.4318148152
No,No,562.801930706545,41934.59733331661
No,No,531.4863605584591,28836.1926228196
No,Yes,594.5443798220671,17875.339070155802
No,No,745.733892852885,60180.561133940704
No,Yes,1218.63890457214,29899.8068497328
No,No,266.460481236813,37622.0537634591
Yes,No,1899.5468415189605,46076.237109954505
No,Yes,717.601673035206,13729.05176324
No,No,507.33459580134695,56075.1028426007
No,Yes,1422.77458643495,14044.5334985769
No,No,1253.69961429402,37645.7999594114
No,No,1301.65076544526,38918.9941683265
Yes,Yes,2415.31699391853,17429.5033745137
No,Yes,1367.01387474484,11293.4692594247
No,No,449.051598436776,31624.9056780779
No,No,505.6978729424701,31971.312911759
No,No,1150.45878459287,54982.7518342462
No,No,981.492213375106,30385.0690772959
No,Yes,612.266052400423,16270.8356417841
No,Yes,1122.29238597316,20351.3360667593
No,No,59.797071277564896,36000.0726853645
No,Yes,1353.01184468869,26207.6862791211
No,No,1232.23352673705,50731.8642626049
No,No,924.013153395013,28803.774692854
No,No,517.824545856159,65501.6207632461
No,Yes,1795.7168696683,12547.8290854169
No,No,983.5605600314752,26050.1300463799
No,Yes,990.354260295393,18998.0907794504
No,No,1529.51700578982,52681.7066584365
No,No,272.87312934717005,44249.6786805901
No,Yes,636.2066156132611,19468.4338686626
Yes,No,1751.34708758191,38381.5857951998
No,No,721.920379651685,46269.8372071629
No,No,511.417511107721,25768.2854912986
No,No,563.687202812715,41354.3501614923
No,No,1110.7209223393302,47221.4476200208
No,No,403.034376540736,48874.151164610994
No,No,430.09042329107695,29246.377092926203
No,No,278.473984331957,33187.7689316935
Yes,No,2228.47228298224,27438.3489877222
No,No,1201.78261651821,30099.162372827403
No,No,490.798404423966,44686.1031484568
No,Yes,792.855972361212,8699.5983434718
No,No,870.6623709493119,37180.0676510813
No,Yes,1149.20983594409,11337.0592459497
No,No,493.533675003618,49735.5676052008
No,Yes,874.3483757795099,10845.0188294157
No,No,1097.94754012716,23224.1278255065
No,No,976.149122427934,29998.3630717934
No,No,1373.72537886877,43124.2131477427
No,Yes,1282.76284131274,22360.1963285237
No,No,636.728473821258,45649.170811133095
No,No,1823.2319218671696,24744.854056440698
No,No,605.8638006261859,34515.1956633224
No,No,0.0,27888.8260319906
No,No,491.520310598524,37128.7743004734
No,No,248.362396685326,37868.5597638725
No,No,1036.50374625816,37151.410641444
No,No,1130.89393293249,35235.3656766103
No,Yes,1048.53898279114,10392.0641103791
No,No,1251.8885020792402,50174.3290696742
Yes,No,1578.84749623035,61220.133145994696
No,No,0.0,40341.3388308665
No,No,1531.9629579638,33595.4327847968
No,No,935.465250260437,30909.9309111235
No,Yes,1056.18106719726,16873.5117589506
No,Yes,1060.7768268,21430.7912243482
No,No,253.850878596446,41472.12196196
No,No,323.123255734341,36119.4288231761
No,No,1051.2245647193402,31749.6390256998
No,Yes,925.947058262368,14258.2674251906
No,Yes,831.241934194458,13702.999925216202
No,No,280.836868259055,56567.008334145496
No,Yes,1092.34254978767,20465.1538178253
No,No,702.2766270245461,49708.9552518842
No,No,663.095887703947,32756.2599089523
No,No,224.742276443815,25386.994874052
No,No,1108.68051381324,60725.5268353645
No,Yes,0.0,20071.8216934198
No,No,352.798060721095,36751.9778574127
No,Yes,1390.18542567836,21735.246943326
No,No,599.647361025925,32471.216238284
No,No,514.545492306024,45763.89983091111
No,Yes,484.894316676272,15883.6644313447
No,No,278.720441419798,49231.1908001463
No,No,661.0557336691729,35806.0515057641
No,No,1110.29633959695,27501.122647951
No,No,1306.25756759,29376.4413748146
Yes,Yes,1966.0629664679504,17735.7788026984
No,No,588.564771289966,33224.4447530513
No,No,0.0,42869.1588324281
No,No,1289.60223717482,35164.8897588596
No,No,1054.2784985631,50795.2066162593
No,No,0.0,43513.114661305095
No,No,897.807241768884,37899.6677887156
No,Yes,673.785590697002,13344.8569533159
No,No,636.335023462698,49487.600894740994
No,No,412.0716146292221,48347.2969819857
Yes,No,1898.32349723464,61011.2159467102
No,No,1606.4036750705402,27382.3253889581
No,No,0.0,41040.195117173
No,Yes,0.0,20157.2512618026
No,No,486.3844235148951,53051.72367742
No,No,1738.11083484111,38821.626299215495
No,No,0.0,62746.8367910018
No,No,355.936626583037,34730.8855238897
No,No,0.0,24818.358625646
No,Yes,1925.98745137576,20441.674444239
No,No,819.111800228691,55716.5487287266
No,Yes,588.7567070040401,24015.9606718244
No,No,975.571998093294,28804.0002507826
No,No,127.161925515578,40727.554995701605
No,No,713.4368134134711,48176.4282203172
No,No,737.723042521754,48994.812850724695
No,Yes,687.064419498525,14059.4576259625
No,No,444.51458362563903,41957.7449421118
No,No,1061.2842367146,32839.344860116
No,No,1425.49558151611,37189.0251363891
No,Yes,638.26193248667,21282.6510921882
No,Yes,1101.44496742737,20936.9269183621
No,No,888.2445874698959,41489.1912488471
No,No,951.208724793444,20616.0807025014
No,Yes,1152.0966439413498,15852.4234470929
No,No,883.1603000995281,27125.9069556656
No,No,1126.98801117244,47378.0191766657
No,No,742.821230246206,34353.4879054632
No,Yes,1532.11664528117,19462.1544099914
No,Yes,266.768630098069,28452.5982743193
No,Yes,310.430599701327,16479.9923887754
No,No,1702.30135742104,46589.0626235188
No,No,649.782495505476,39655.398184352205
No,No,648.321454451411,45392.284027135705
No,No,995.274151938156,24782.8767574669
No,No,330.074882386637,45757.3755755937
No,No,1358.57343347494,20700.7060831009
Yes,No,1166.79852718668,30367.6108561366
No,No,671.669572518594,26142.9116090434
No,Yes,484.085483620726,12045.3104191307
No,No,1404.62755268013,47712.1840700714
No,No,617.0013869721611,54489.7438606909
No,Yes,964.6248897101228,21436.5555923373
No,No,466.579142984644,24719.3955181875
No,No,618.801159013855,25927.5715647528
No,No,1310.95236456225,28978.4641182962
No,No,123.927463494326,28311.8309042242
No,No,786.2642191925661,45304.793357761
No,No,748.21058944285,46981.9317616208
Yes,Yes,2124.48923886948,12651.0743188128
No,Yes,326.391243387214,16988.923303541
No,Yes,474.882782464273,14986.6432917397
No,No,59.9658271032766,24889.2545892544
No,No,1611.33388185999,47894.2766516584
No,No,545.6052116230339,27236.5581442037
No,No,0.0,46590.4406360683
No,No,1249.35413897066,52232.2511884741
